TARS_ROV_NEV;TARS_HOSZ_NEV;CIM_EGYBEN;TARS_TIPUS_MEGNEV;TARS_TIPUS_KOD;ADOSZAM;GAZD_FORM;GAZD_FORM_KOD;CEGALL;CEGALL_KOD;NEMGAZD_AG_MEGNEV;NEMGAZD_AG_KOD;NEMGAZD_AGAZAT_MEGNEV;NEMGAZD_AGAZAT_KOD;NEMGAZD_SZAKAGAZAT_MEGNEV;NEMGAZD_SZAKAGAZAT_KOD;JEGYZ_TOKE_ERT_HUF ;ORSZAG;ORSZAG_KOD;REGIO;REGIO_KOD;MEGYE;MEGYE_KOD ;TELEPULES;TELEPULES_KOD;ASZ_EVE 
SAX és TÁRSA Kft.;SZAX ÉS TÁRSA Építőipari, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;1094 Budapest IX, Balázs Béla út 28/b. 1. em.;Gazdasági Társaság;1;13675646-2-43;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Építőipar;F;Épületek építése;41;Lakó- és nem lakó épület építése;4120;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2011
Biokibernetika Kft.;Biokibernetika Kutató és Fejlesztő Korlátolt Felelősségű Társaság;1094 Budapest, Tűzoltó u. 58.;Gazdasági Társaság;1;13692074-2-43;Korlátolt Felelősségű Társaság;8;Működő;4;Szakmai, tudományos, műszaki tevékenység;M;Tudományos kutatás, fejlesztés;72;Egyéb természettudományi, műszaki kutatás, fejlesztés;7219;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2010
DUNA PASSAGE Kft.;DUNA PASSAGE Ingatlanfejlesztő, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;1117 Budapest Fehérvári út 70.;Gazdasági Társaság;1;13704759-2-43;Korlátolt Felelősségű Társaság;8;Működő;4;Ingatlanügyletek;L;INGATLANÜGYLETEK;68;Saját tulajdonú ingatlan adásvétele;6810;3330000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2015
DUNA PASSAGE Kft.;DUNA PASSAGE Ingatlanfejlesztő, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;1095 Budapest Hajóállomás utca 1.;Gazdasági Társaság;1;13704759-2-43;Korlátolt Felelősségű Társaság;8;Működő;4;Ingatlanügyletek;L;INGATLANÜGYLETEK;68;Saját tulajdonú ingatlan adásvétele;6810;53330000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2017
DUNA PASSAGE Kft.;DUNA PASSAGE Ingatlanfejlesztő, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;1095 Budapest Hajóállomás utca 1.;Gazdasági Társaság;1;13704759-2-43;Korlátolt Felelősségű Társaság;8;Működő;4;Ingatlanügyletek;L;INGATLANÜGYLETEK;68;Saját tulajdonú ingatlan adásvétele;6810;3330000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2016
niCSAK Kft. f.a.;niCSAK Művészetei Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság felszámolás alatt;1033 Budapest III, Bogdáni út 1.;Gazdasági Társaság;1;13715175-2-41;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Művészet, szórakoztatás, szabadidő;R;Alkotó-, művészeti-, szórakoztató tevékenység;90;Előadó-művészet;9001;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2012
niCSAK Kft. f.a.;niCSAK Művészetei Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság felszámolás alatt;1033 Budapest III, Bogdáni út 1.;Gazdasági Társaság;1;13715175-2-41;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Művészet, szórakoztatás, szabadidő;R;Alkotó-, művészeti-, szórakoztató tevékenység;90;Előadó-művészet;9001;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2013
Semmelweis Kiadó és Multimédia Stúdió Kft.;Semmelweis Kiadó és Multimédia Stúdió Könyvkiadó és Audiovizuális Szolgáltató Korlátolt Felelősségű;1089 Budapest VIII, Nagyvárad tér 4. 2. em.;Gazdasági Társaság;1;13729879-2-42;Korlátolt Felelősségű Társaság;8;Működő;4;Információ, kommunikáció;J;Kiadói tevékenység;58;Könyvkiadás;5811;172290000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2011
Semmelweis Kiadó és Multimédia Stúdió Kft.;Semmelweis Kiadó és Multimédia Stúdió Könyvkiadó és Audiovizuális Szolgáltató Korlátolt Felelősségű Társaság;1089 Budapest, Nagyvárad tér 4. 2. em.;Gazdasági Társaság;1;13729879-2-42;Korlátolt Felelősségű Társaság;8;Működő;4;Információ, kommunikáció;J;Kiadói tevékenység;58;Könyvkiadás;5811;172290000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2010
Semmelweis Kiadó és Multimédia Stúdió Kft.;Semmelweis Kiadó és Multimédia Stúdió Könyvkiadó és Audiovizuális Szolgáltató Korlátolt Felelősségű;1089 Budapest VIII, Nagyvárad tér 4. 2. em.;Gazdasági Társaság;1;13729879-2-42;Korlátolt Felelősségű Társaság;8;Működő;4;Információ, kommunikáció;J;Kiadói tevékenység;58;Könyvkiadás;5811;172290000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2012
KLEIN CREDIT-BAU Kft. kt.a.;KLEIN CREDIT-BAU Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság kényszertörlés alatt;1204 Budapest XX, Pozsony utca 38.;Gazdasági Társaság;1;13758181-2-43;Korlátolt Felelősségű Társaság;8;Végelszámolás alatt;5;Építőipar;F;Épületek építése;41;Lakó- és nem lakó épület építése;4120;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2013
KLEIN CREDIT-BAU Kft.;KLEIN CREDIT-BAU Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;1204 Budapest XX, Pozsony utca 38.;Gazdasági Társaság;1;13758181-2-43;Korlátolt Felelősségű Társaság;8;Működő;4;Építőipar;F;Épületek építése;41;Lakó- és nem lakó épület építése;4120;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2011
KLEIN CREDIT-BAU Kft. v.a.;KLEIN CREDIT-BAU Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság végelszámolás alatt;1204 Budapest XX, Pozsony utca 38.;Gazdasági Társaság;1;13758181-2-43;Korlátolt Felelősségű Társaság;8;Végelszámolás alatt;5;Építőipar;F;Épületek építése;41;Lakó- és nem lakó épület építése;4120;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2012
H & J Kft. f.a.;H & J Ingatlanfejlesztő Korlátolt Felelősségű Társaság felszámolás alatt;1183 Budapest Székely György  utca 41.;Gazdasági Társaság;1;13771735-2-43;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Ingatlanügyletek;L;INGATLANÜGYLETEK;68;Saját tulajdonú ingatlan adásvétele;6810;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2016
H & J Kft. f.a.;H & J Ingatlanfejlesztő Korlátolt Felelősségű Társaság felszámolás alatt;1183 Budapest Székely György  utca 41.;Gazdasági Társaság;1;13771735-2-43;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Ingatlanügyletek;L;INGATLANÜGYLETEK;68;Saját tulajdonú ingatlan adásvétele;6810;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2015
H & J Kft. f.a.;H & J Ingatlanfejlesztő Korlátolt Felelősségű Társaság felszámolás alatt;1183 Budapest Székely György utca 41.;Gazdasági Társaság;1;13771735-2-43;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Ingatlanügyletek;L;INGATLANÜGYLETEK;68;Saját tulajdonú ingatlan adásvétele;6810;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2017
M. K. HUNguard Kft.;M. K. HUNguard Általános Szolgáltató Korlátolt Felelősségű Társaság;1048 Budapest IV, Szíjgyártó u. utca 4. IX/25.;Gazdasági Társaság;1;13002019-2-41;Korlátolt Felelősségű Társaság;8;Működő;4;Kereskedelem, gépjárműjavítás;G;Gépjármű-, motorkerékpár kereskedeleme, javítása;45;Személygépjármű-, könnyűgépjármű-kereskedelem;4511;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2012
M. K. HUNguard Kft.;M. K. HUNguard Általános Szolgáltató Korlátolt Felelősségű Társaság;1048 Budapest IV, Szíjgyártó u. utca 4. IX/25.;Gazdasági Társaság;1;13002019-2-41;Korlátolt Felelősségű Társaság;8;Működő;4;Kereskedelem, gépjárműjavítás;G;Gépjármű-, motorkerékpár kereskedeleme, javítása;45;Személygépjármű-, könnyűgépjármű-kereskedelem;4511;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2013
M. K. HUNguard Kft.;M. K. HUNguard Általános Szolgáltató Korlátolt Felelősségű Társaság;1048 Budapest Szíjgyártó u. utca 4. IX/25.;Gazdasági Társaság;1;13002019-2-41;Korlátolt Felelősségű Társaság;8;Működő;4;Kereskedelem, gépjárműjavítás;G;Gépjármű-, motorkerékpár kereskedeleme, javítása;45;Személygépjármű-, könnyűgépjármű-kereskedelem;4511;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2014
M. K. HUNguard Kft. kt.a.;M. K. HUNguard Általános Szolgáltató Korlátolt Felelősségű Társaság kényszertörlés alatt;1048 Budapest Szíjgyártó u. utca 4., IX..\25..ajtó;Gazdasági Társaság;1;13002019-2-41;Korlátolt Felelősségű Társaság;8;Működő;4;Kereskedelem, gépjárműjavítás;G;Gépjármű-, motorkerékpár kereskedeleme, javítása;45;Személygépjármű-, könnyűgépjármű-kereskedelem;4511;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2016
M. K. HUNguard Kft.;M. K. HUNguard Általános Szolgáltató Korlátolt Felelősségű Társaság;1048 Budapest IV, Szíjgyártó u. utca 4. IX/25.;Gazdasági Társaság;1;13002019-2-41;Korlátolt Felelősségű Társaság;8;Működő;4;Kereskedelem, gépjárműjavítás;G;Gépjármű-, motorkerékpár kereskedeleme, javítása;45;Személygépjármű-, könnyűgépjármű-kereskedelem;4511;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2011
M. K. HUNguard Kft.;M. K. HUNguard Általános Szolgáltató Korlátolt Felelősségű Társaság;1048 Budapest Szíjgyártó u. utca 4. IX/25.;Gazdasági Társaság;1;13002019-2-41;Korlátolt Felelősségű Társaság;8;Működő;4;Kereskedelem, gépjárműjavítás;G;Gépjármű-, motorkerékpár kereskedeleme, javítása;45;Személygépjármű-, könnyűgépjármű-kereskedelem;4511;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2015
COLEMAN & ANGELS Kft.;COLEMAN & ANGELS Gazdasági Tanácsadó, Ingatlanforgalmazó és Kereskedelmi Korlátolt Felelősségű Társaság;1119 Budapest Allende park 11., I./4.ajtó;Gazdasági Társaság;1;13793546-2-43;Korlátolt Felelősségű Társaság;8;Működő;4;Pénzügyi, biztosítási tevékenység;K;Egyéb pénzügyi tevékenység;66;Egyéb pénzügyi kiegészítő tevékenység;6619;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2017
COLEMAN & ANGELS Kft.;COLEMAN & ANGELS Gazdasági Tanácsadó, Ingatlanforgalmazó és Kereskedelmi Korlátolt Felelősségű Társaság;1119 Budapest Allende park 11., I.\4.ajtó;Gazdasági Társaság;1;13793546-2-43;Korlátolt Felelősségű Társaság;8;Működő;4;Pénzügyi, biztosítási tevékenység;K;Egyéb pénzügyi tevékenység;66;Egyéb pénzügyi kiegészítő tevékenység;6619;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2016
IMVIKÁD Kft. kt. a.;IMVIKÁD Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság kényszertörlés alatt;1161 Budapest Szepesi utca 1.;Gazdasági Társaság;1;13804165-2-42;Korlátolt Felelősségű Társaság;8;Kényszertörlés alatt;2;Építőipar;F;Speciális szaképítés;43;Építési terület előkészítése;4312;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2017
IMVIKÁD Kft.;IMVIKÁD Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;1161 Budapest Szepesi utca 1.;Gazdasági Társaság;1;13804165-2-42;Korlátolt Felelősségű Társaság;8;Működő;4;Építőipar;F;Speciális szaképítés;43;Építési terület előkészítése;4312;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2016
IMVIKÁD Kft.;IMVIKÁD Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;1161 Budapest Szepesi utca 1.;Gazdasági Társaság;1;13804165-2-42;Korlátolt Felelősségű Társaság;8;Működő;4;Építőipar;F;Speciális szaképítés;43;Építési terület előkészítése;4312;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2014
IMVIKÁD Kft.;IMVIKÁD Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;1161 Budapest XVI, Szepesi utca 1.;Gazdasági Társaság;1;13804165-2-42;Korlátolt Felelősségű Társaság;8;Működő;4;Építőipar;F;Speciális szaképítés;43;Építési terület előkészítése;4312;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2013
IMVIKÁD Kft.;IMVIKÁD Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;1161 Budapest Szepesi utca 1.;Gazdasági Társaság;1;13804165-2-42;Korlátolt Felelősségű Társaság;8;Működő;4;Építőipar;F;Speciális szaképítés;43;Építési terület előkészítése;4312;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2015
Toptrader Kft. f.a.;Toptrader Nemzetközi Kereskedelmi és Kommunikációs Ügynökség Korlátolt Felelősségű Társaság felszámolás alatt;1162 Budapest Csömöri  utca 333.;Gazdasági Társaság;1;13818522-2-42;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Szakmai, tudományos, műszaki tevékenység;M;Reklám, piackutatás;73;Reklámügynöki tevékenység;7311;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2016
Boros és Fia Kft.;Boros és Fia Vendéglátóipari Kft.;1014 Budapest I, Fortuna utca 3.;Gazdasági Társaság;1;13835613-2-41;Korlátolt Felelősségű Társaság;8;Működő;4;Szálláshely-szolgáltatás, vendéglátás;I;Vendéglátás;56;Éttermi, mozgó vendéglátás;5610;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2011
Boros és Fia Kft.;Boros és Fia Vendéglátóipari Kft.;1014 Budapest I, Fortuna utca 3.;Gazdasági Társaság;1;13835613-2-41;Korlátolt Felelősségű Társaság;8;Működő;4;Szálláshely-szolgáltatás, vendéglátás;I;Vendéglátás;56;Éttermi, mozgó vendéglátás;5610;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2013
Boros és Fia Kft. kt.a.;Boros és Fia Vendéglátóipari Kft. kényszertörlés alatt;1014 Budapest Fortuna utca 3.;Gazdasági Társaság;1;13835613-2-41;Korlátolt Felelősségű Társaság;8;Működő;4;Szálláshely-szolgáltatás, vendéglátás;I;Vendéglátás;56;Éttermi, mozgó vendéglátás;5610;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2014
Boros és Fia Kft.;Boros és Fia Vendéglátóipari Kft.;1014 Budapest I, Fortuna utca 3.;Gazdasági Társaság;1;13835613-2-41;Korlátolt Felelősségű Társaság;8;Működő;4;Szálláshely-szolgáltatás, vendéglátás;I;Vendéglátás;56;Éttermi, mozgó vendéglátás;5610;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2012
PRESS & PICTURES Kft.;PRESS & PICTURES KIÁLLÍTÁSSZERVEZŐ ÉS KIADÓI KFT.;1039 Budapest III, Palló  köz 8.;Gazdasági Társaság;1;13844082-2-41;Korlátolt Felelősségű Társaság;8;Működő;4;Adminisztratív és szolgáltatást támogató tevékenység;N;Adminisztratív-, kiegészítő egyéb üzleti szolgáltatás;82;Konferencia, kereskedelmi bemutató szervezése;8230;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2012
PRESS & PICTURES Kft. kt. a.;PRESS & PICTURES KIÁLLÍTÁSSZERVEZŐ ÉS KIADÓI KFT. kényszertörlés alatt;1039 Budapest  Palló  köz 8.;Gazdasági Társaság;1;13844082-2-41;Korlátolt Felelősségű Társaság;8;Működő;4;Adminisztratív és szolgáltatást támogató tevékenység;N;Adminisztratív-, kiegészítő egyéb üzleti szolgáltatás;82;Konferencia, kereskedelmi bemutató szervezése;8230;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2014
PRESS & PICTURES Kft.;PRESS & PICTURES KIÁLLÍTÁSSZERVEZŐ ÉS KIADÓI KFT.;1039 Budapest III, Palló  köz 8.;Gazdasági Társaság;1;13844082-2-41;Korlátolt Felelősségű Társaság;8;Működő;4;Adminisztratív és szolgáltatást támogató tevékenység;N;Adminisztratív-, kiegészítő egyéb üzleti szolgáltatás;82;Konferencia, kereskedelmi bemutató szervezése;8230;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2013
L & S Design Kft.;L & S Design Kulturális, Műszaki Tervező, Kivitelező és Üzemeltető Korlátolt Felelősségű Társaság;1089 Budapest Visi Imre utca 12.;Gazdasági Társaság;1;13860828-2-42;Korlátolt Felelősségű Társaság;8;Működő;4;Művészet, szórakoztatás, szabadidő;R;Alkotó-, művészeti-, szórakoztató tevékenység;90;Előadó-művészetet kiegészítő tevékenység;9002;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2017
KAMÓ és TÁRSAI Kft. f.a.;KAMÓ és TÁRSAI Italkereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság felszámolás alatt;1142 Budapest XIV, Kassai tér 19. 7. em. 5.;Gazdasági Társaság;1;12558139-2-42;Korlátolt Felelősségű Társaság;8;Működő;4;Kereskedelem, gépjárműjavítás;G;Nagykereskedelem (kivéve: jármű, motorkerékpár);46;Ital nagykereskedelme;4634;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2013
KAMÓ és TÁRSAI Kft.;KAMÓ és TÁRSAI Italkereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;1142 Budapest XIV, Kassai tér 19. 7. em. 5.;Gazdasági Társaság;1;12558139-2-42;Korlátolt Felelősségű Társaság;8;Működő;4;Kereskedelem, gépjárműjavítás;G;Nagykereskedelem (kivéve: jármű, motorkerékpár);46;Ital nagykereskedelme;4634;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2012
KAMÓ és TÁRSAI Kft. f.a.;KAMÓ és TÁRSAI Italkereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság felszámolás alatt;1142 Budapest Kassai tér 19. 7. em. 5.;Gazdasági Társaság;1;12558139-2-42;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Kereskedelem, gépjárműjavítás;G;Nagykereskedelem (kivéve: jármű, motorkerékpár);46;Ital nagykereskedelme;4634;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2014
KAMÓ és TÁRSAI Kft.;KAMÓ és TÁRSAI Italkereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;1142 Budapest XIV, Kassai tér 19. 7. em. 5.;Gazdasági Társaság;1;12558139-2-42;Korlátolt Felelősségű Társaság;8;Működő;4;Kereskedelem, gépjárműjavítás;G;Nagykereskedelem (kivéve: jármű, motorkerékpár);46;Ital nagykereskedelme;4634;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2011
KAMÓ és TÁRSAI Kft.;KAMÓ és TÁRSAI Italkereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;1142 Budapest, Kassai tér 19. 7. em. 5.;Gazdasági Társaság;1;12558139-2-42;Korlátolt Felelősségű Társaság;8;Működő;4;Kereskedelem, gépjárműjavítás;G;Nagykereskedelem (kivéve: jármű, motorkerékpár);46;Ital nagykereskedelme;4634;3000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2010
SEMMELWEIS Egészségügyi Kft.;SEMMELWEIS Egészségügyi Szolgáltató és Tanácsadó Korlátolt Felelősségű Társaság;1085 Budapest, Üllői út 26.;Gazdasági Társaság;1;13916974-2-42;Korlátolt Felelősségű Társaság;8;Működő;4;Szakmai, tudományos, műszaki tevékenység;M;Üzletvezetési, vezetői tanácsadás;70;Üzletviteli, egyéb vezetési tanácsadás;7022;4000000.00;Magyarország;HU;Közép-Magyarország régió;6;Budapest;1;Budapest;60;2010
