WKT,KULTHAT_ID,NEV
"MULTIPOLYGON (((624360.8 215599.2,624364.7 215603.2,625253.2 216511.4,625768.0 217144.9,626401.9 217552.6,626818.5 217655.9,627205.3 217804.4,627600.7 218573.6,627600.7 218573.6,628112.8 217840.5,628500.4 217243.0,628694.3 216956.8,629044.8 216712.8,629048.8 216710.0,629048.8 216710.0,632153.6 213512.4,631458.4 212909.7,632354.5 211809.4,632354.5 211809.4,631212.4 211058.5,631212.4 211058.5,630719.7 210795.4,629931.5 210578.6,629264.1 210456.3,628685.2 210018.3,628340.6 209359.0,628162.9 208944.3,627904.9 208529.9,627392.8 208392.0,627392.8 208392.0,627392.4 208396.0,627179.6 210585.6,627169.7 210600.7,626985.8 210881.9,626552.7 211404.4,626214.1 211816.4,625711.5 212459.4,625184.6 213237.7,625325.9 213412.3,625638.3 213701.2,625785.0 213935.9,625856.8 214220.9,625718.1 214521.9,625493.7 214718.1,625038.8 214950.4,624360.8 215599.2)))",1570,Baracska
"MULTIPOLYGON (((624482.0 173099.4,624486.0 173100.6,626376.9 173687.9,628218.5 170944.0,630395.9 171771.2,630806.8 171723.2,631084.9 172047.1,631355 171940,631349.7 171178.3,631715.8 170459.2,632222.7 169779.1,632407.4 169090.3,632408.4 169086.3,632408.4 169086.3,631871.9 169100.0,630423.3 168498.4,629492.4 168053.7,629315.2 167814.4,629760.2 166884.2,629005.7 166573.6,628475.2 166732.6,628086.5 166364.4,627849.3 166150.5,627531.5 165861.4,627530.5 165860.5,627530.5 165860.5,627417.5 166088.3,626819.4 166628.6,626347.7 167308.4,626123.3 167495.3,626446.3 167793.8,625586.7 169664.0,625353.7 170061.5,624758.5 170291.1,624645.0 170562.5,624645.0 170562.5,624801.9 170761.8,624794.2 171102.7,624543.3 171801.0,624461.0 172227.5,624482.0 173099.4)))",1571,Nagykarácsony
"MULTIPOLYGON (((624898.8 222990.9,624902.8 222994.6,626128.2 224126.9,626808.5 223873.6,627110.4 224082.6,627486.0 224015.8,627797.4 224124.6,628134.3 224318.4,628550.5 224336.6,629152.8 224474.1,629560.1 224707.6,629877.0 224911.5,630428.9 224994.1,630536.6 225727.5,630537.2 225731.5,630537.2 225731.5,630662.1 225463.7,630821.2 225237.7,630841.1 225212.6,630886.0 225172.4,631811.8 224006.9,631635.3 223812.4,631971.2 223343.2,631971.2 223343.2,631967.2 223340.7,631666.6 223151.4,631390.2 223032.5,631174.8 223048.5,630944.0 223009.4,630672.6 222880.5,630416.2 222741.4,629947.3 222262.9,629671 222154,629147.7 221800.8,628448.4 221348.3,627855.6 221120.7,627059.9 220458.3,627059.9 220458.3,627057.3 220462.3,626577.9 221196.4,626095.5 220988.2,624988.2 222180.6,624984.4 222184.6,624984.4 222184.6,624852.3 222745.8,624898.8 222990.9)))",1572,Tordas
"MULTIPOLYGON (((625164.2 206083.9,625453.3 206683.4,625962.4 207176.8,626385.6 207555.4,627019.9 208043.2,627392.8 208392.0,627392.8 208392.0,627904.9 208529.9,628162.9 208944.3,628340.6 209359.0,628685.2 210018.3,629264.1 210456.3,629931.5 210578.6,630719.7 210795.4,631212.4 211058.5,631212.4 211058.5,631212.3 211054.5,631202.6 210212.5,631519.7 209560.3,631937.4 208967.8,632630.4 208303.9,633285.4 208015.7,633852.3 207202.2,633756.7 207137.5,633239.8 206148.6,633239.8 206148.6,633238.8 206144.6,633142.3 205748.5,633054.7 205323.4,632786.5 204869.0,632518.9 204534.8,632281.5 204210.4,632003.8 203846.2,631836.2 203456.4,631578.1 203032.0,631401.6 202842.6,631225.2 202668.1,631225.2 202668.1,630922.4 202309.0,630711.0 202144.7,630429.6 202025.8,630349.1 201981.1,630238.3 201891.5,630202.4 201923.2,630198.4 201926.7,630198.4 201926.7,629477.1 202901.1,628537.0 202414.6,628268.5 202791.3,628063.8 202932.3,627848.8 203028.4,627590.3 203425.0,627419.4 203325.6,627662.5 202889.0,627461.2 202749.7,627197.2 203036.3,627020.3 202786.7,626092.5 203853.1,626089.0 203857.1,626089.0 203857.1,625844.8 204098.5,625581.3 204480.1,625358.8 205031.8,625221.5 205578.1,625164.2 206083.9)))",1573,Besnyõ
"MULTIPOLYGON (((625185.7 251630.0,625302.4 251879.8,625599.0 252038.7,626171.0 252126.3,626778.3 252263.8,627066.5 252703.0,627078.8 253113.5,627235.9 253418.2,627235.9 253418.2,627848.2 252669.6,628441.3 252056.2,628758.5 251424.0,629017.8 251192.6,629266.1 250781.0,629549.0 250279.2,630464.4 250820.8,630943.1 251269.3,631185.6 251613.6,631498.3 251952.7,631609.3 252082.3,631609.3 252082.3,632958.0 251240.4,633432.3 250917.9,633817.6 250786.1,633947.6 250730.4,633920.6 250395.1,633979.0 250074.5,633987.9 249879.2,633951.2 249589.0,633951.2 249589.0,633434.2 249466.1,632891.3 249193.2,632358.0 248840.1,631633.4 248357.7,631074.2 247859.5,630625.8 247446.0,629828.4 246677.4,629824.4 246673.5,629824.4 246673.5,629579.0 246704.6,629173.5 246796.5,628858.4 246923.1,628459.2 247235.2,628146.6 247802.3,627506.8 249006.6,626249.8 250098.4,625188.5 251626.0,625185.7 251630.0)))",1574,Perbál
"MULTIPOLYGON (((625226.8 255354.4,625454.2 255673.8,625414.8 256003.8,625414.8 256003.8,625450.4 256058.6,625426.7 256229.4,625258.2 256436.5,625118.4 256487.8,625114.7 256648.3,625255.7 256742.4,625496.0 256720.2,625600.6 256654.1,625871.7 256731.9,625948.5 256931.8,626030.3 257136.7,626156.8 257286.0,626247.2 257315.3,626347.4 257314.4,626482.1 257253.0,626667.0 257211.3,626797.8 257270.3,626848.9 257395.2,626889.9 257505.2,627051.1 257614.1,627131.5 257653.5,627306.0 257561.7,627536.4 257488.0,627536.4 257488.0,627540.7 257474.3,627724.5 257297.2,627913.6 257145.1,628032.5 256993.6,628211.7 256856.6,628391.3 256779.8,628646.4 256732.4,628981.2 256644.2,629111.1 256607.9,629359.4 256350.0,629533.2 256177.9,629533.2 256177.9,629606.4 255946.6,629606.4 255946.6,629469.2 255671.2,629553.2 255460.5,629803.5 255399.4,630058.5 255293.1,629616.5 255124.8,629259.6 254946.2,629109.1 254926.8,628889.5 255088.0,628243.9 254395.0,628087.9 254280.5,627981.9 254150.8,627944.9 253810.6,627527.8 253622.2,627235.9 253418.2,627235.9 253418.2,626539.6 253486.3,626216.0 253893.2,625229.5 255350.4,625226.8 255354.4)))",1575,Úny
"MULTIPOLYGON (((625567.1 146590.9,626559.6 147245.7,626969.6 147789.2,627205.1 148479.2,627363.5 148894.0,627363.5 148894.0,627925.9 148268.8,628008.9 147952.5,628322.4 147594.5,628064.2 147245.5,628353.8 147063.1,628646.8 147366.8,629153.5 147383.4,630118.2 148369.1,630258.8 148393.2,630211.5 148794.5,630786.2 149231.6,631431.3 149688.2,631896.0 150156.1,632056.0 150811.6,632948.5 151507.1,632948.5 151507.1,633588.2 151177.0,635329.4 152032.1,635329.4 152032.1,636177.2 150613.1,636850.0 150002.1,637367.6 149417.3,637846.2 149008.1,638446.6 148798.5,638735.5 148510.9,638731.9 147999.7,638731.9 147999.7,638748.2 147453.3,638509.8 147069.1,638542.6 146738.1,638497.8 146056.8,638374.7 145666.8,638673.9 145419.2,638815.2 144821.8,638766.3 144285.9,639591.0 143879.4,639591.0 143879.4,639608.7 143533.5,638932.3 143628.3,638376.1 143702.2,637944.5 143665.1,637391.6 143483.4,637186.7 142863.4,637186.7 142863.4,636995.2 142734.4,636555.7 142276.3,636009.3 141588.4,635729.5 141014.0,635599.5 140353.4,635652.2 139997.2,635863.5 139374.3,636155.4 138791.0,636516.6 138086.9,636998.2 137382.0,637721.0 136735.6,637721.0 136735.6,638096.2 135881.1,638342.0 135172.8,638364.4 134781.8,638461.4 134300.0,638387.4 133754.2,638697.2 133591.7,638697.2 133591.7,638697.5 132920.2,638813.5 132277.9,638413.2 131694.3,638413.2 131694.3,638409.2 131695.2,638232.9 131735.6,637665.0 131554.1,637111.9 131362.4,636498.1 131080.9,635922 131165,635922 131165,635989.1 131445.2,636743.0 131680.6,636684.7 131946.6,636359.6 132079.1,635959.3 132207.2,635580.6 132560.6,635346.5 132797.7,635346.5 132797.7,634964.2 132634.9,634879.1 132655.5,634293.6 133561.6,633975.1 133924.6,633229.3 134130.2,632767.2 134033.1,632417.5 133514.2,632026.0 133471.8,631692.7 133855.0,630781.5 135540.0,630699.8 136046.8,630282.4 136605.9,629768.6 136288.6,629516.4 136079.9,629358.4 135710.1,629029.0 135221.2,628589.3 134738.1,628444.4 134087.6,628063.3 134105.2,628063.3 134105.2,628062.2 134109.2,628043.8 134175.5,627916.7 134657.5,627819 135034,627611.4 135466.4,627222.7 135829.9,627222.7 135829.9,627223.4 135833.9,627379.6 136751.0,627528.4 137246.1,628051.9 137523.2,628520.2 137785.6,628911.5 137803.0,629492.8 137017.2,629732.4 136855.2,630316.2 137141.9,630619.6 137495.6,631017.1 137688.4,630778.1 137930.6,630901.9 138430.9,630764.7 138897.9,630308.4 139627.7,629932.1 140331.9,629496.2 141116.6,629002.4 142227.5,628595.3 142826.7,628188.3 143440.9,628188.3 143440.9,628000.2 143803.0,627228.2 144575.0,626731.5 145275.0,626299.2 145854.3,625567.1 146590.9)))",1576,Paks
"MULTIPOLYGON (((625900.1 77640.5,625903.7 77644.5,626704.3 78539.9,627593.7 80789.0,627874.6 81445.0,628015.0 82288.4,628483.1 83319.2,628483.1 83459.8,628998.1 83740.9,629513.0 83928.3,629887.5 84068.9,630589.7 84396.9,631011.0 84443.7,631619.5 84537.5,632087.6 84771.7,632274.7 84952.1,632278.7 84955.9,632278.7 84955.9,632970.2 84926.9,633115.4 84706.6,634151.0 84396.8,634151.0 84396.8,633976.3 83795.6,633911.4 83530.1,633581.5 83164.2,633326.7 82698.2,633277.0 82192.3,633512.5 81611.4,633747.9 81095.7,633747.9 81095.7,633758.2 80539.7,633653.5 80043.8,633719.0 79272.4,633989.5 78641.5,634404.9 78311.2,634855.0 78351.6,635410.0 78642.5,635775.1 78758.0,636070.3 78658.0,636280.5 78417.7,636430.7 78137.4,636350.9 77871.8,636085.8 77741.4,635575.9 77345.4,635220.8 77255.0,634770.7 77264.7,634465.5 77329.6,634350.5 77204.3,634350.5 77204.3,633545.1 77484.2,632825.2 76892.6,632635.2 76752.3,632475.3 76451.6,632185.4 76170.9,631765.4 75890.1,631240.4 75659.3,630980.2 75724.3,630730.1 75814.3,630380.0 75713.8,630239.9 75788.9,629919.6 76069.1,629719.7 75868.6,629289.6 75723.1,628919.6 75547.5,628639.3 75787.7,628389.0 76173.2,628178.8 76423.5,627888.7 76398.3,627688.7 76303.0,627333.7 76077.3,626983.6 76082.1,626583.4 76096.8,626403.2 76327.1,626332.8 76953.2,626147.4 77413.9,625900.1 77640.5)))",1577,Dunafalva
"MULTIPOLYGON (((627059.9 220458.3,627855.6 221120.7,628448.4 221348.3,629147.7 221800.8,629671 222154,629947.3 222262.9,630416.2 222741.4,630672.6 222880.5,630944.0 223009.4,631174.8 223048.5,631390.2 223032.5,631666.6 223151.4,631967.2 223340.7,631971.2 223343.2,631971.2 223343.2,632167.4 223069.1,632495 222497,633038.9 222064.1,633478.3 221761.8,633797.9 221540.1,633819.8 221880.4,633819.8 221880.4,634975.4 220573.7,634975.4 220573.7,634971.4 220570.7,631642.8 218045.3,631485.3 217670.5,630028.4 217096.2,629240.0 216839.3,629048.8 216710.0,629048.8 216710.0,629044.8 216712.8,628694.3 216956.8,628500.4 217243.0,628112.8 217840.5,627600.7 218573.6,627600.7 218573.6,627601.3 218577.6,627683.7 219073.9,627465.9 219560.4,627222.8 220002.1,627059.9 220458.3)))",1578,Martonvásár
"MULTIPOLYGON (((627235.9 253418.2,627527.8 253622.2,627944.9 253810.6,627981.9 254150.8,628087.9 254280.5,628243.9 254395.0,628889.5 255088.0,629109.1 254926.8,629259.6 254946.2,629616.5 255124.8,630058.5 255293.1,629803.5 255399.4,629553.2 255460.5,629469.2 255671.2,629606.4 255946.6,629606.4 255946.6,629533.2 256177.9,629533.2 256177.9,629537.2 256175.6,630776.2 255455.2,630994.7 255083.7,631238.2 254717.2,631286.8 254436.7,631420.3 254120.7,631729.9 253899.1,631924.3 253703.0,632127.2 253256.5,632250.9 252965.6,632154.0 252665.7,631891.7 252371.5,631780.4 252196.7,631613.3 252085.0,631609.3 252082.3,631609.3 252082.3,631498.3 251952.7,631185.6 251613.6,630943.1 251269.3,630464.4 250820.8,629549.0 250279.2,629266.1 250781.0,629017.8 251192.6,628758.5 251424.0,628441.3 252056.2,627848.2 252669.6,627235.9 253418.2)))",1579,Tinnye
"MULTIPOLYGON (((627242.2 128177.6,627182.2 128538.4,627170.0 128954.4,627211.5 129154.6,627964.2 129209.6,628407.2 129844.0,628410 129848,628410 129848,628933.7 128706.9,629110.1 128841.0,629370.5 128779.0,629778.5 129026.8,630152.8 129485.4,630386.1 129148.0,630892.2 129079.4,631328.1 129016.3,631803.3 128832.6,632194.9 128900.1,632756.8 128926.4,633337.3 128737.0,633663.2 128724.7,634098.9 128636.6,634465.9 128764.4,634465.9 128764.4,634962.1 128715.9,635089.5 128284.0,634950.8 127977.9,634949.0 127973.9,634949.0 127973.9,634999.2 127733.5,635124.4 127378.0,635149.7 127012.4,635175.0 126576.6,635335.3 126095.9,635785.7 125735.6,636256.1 125350.2,636481.5 124924.6,636596.8 124408.8,636692.2 123898.0,636877.6 123382.2,637207.8 123167.0,637498.2 122771.5,637798.5 122446.2,638333.8 122251.2,638974.0 122276.7,639489.2 122352.2,639864.4 122147.1,639864.4 122147.1,639645.1 121025.0,639245.2 120508.8,638880.5 119912.5,638515.6 119471.5,638305.8 119065.6,637980.9 118669.7,637726.2 118143.6,637576.4 117662.6,637636.9 116936.4,637636.9 116936.4,637632.9 116938.6,636916.4 117326.6,636346.0 117581.6,635550.5 117936.7,634800.0 118291.8,634339.6 118737.2,634324.4 118977.7,634284.3 119077.8,634114.1 119378.2,633993.9 119613.5,634083.7 119899.1,634263.5 120340.0,634248.3 120690.6,634017.9 121141.2,633627.6 121531.6,632877.2 121581.2,632877.2 121581.2,633011.8 122402.7,632226.8 121921.4,631901.5 122196.6,631491.1 122647.1,630805.4 123322.8,630174.7 124148.8,629604.1 124764.5,628873.4 125330.0,628413.3 125369.7,628228.1 125484.8,627877.5 126200.8,627597.1 126761.6,627281.2 127943.5,627281.2 127943.5,627242.2 128177.6)))",1580,Fadd
"MULTIPOLYGON (((627317.4 259517.3,627388.7 259662.1,627410.9 259917.6,627442.6 260112.9,627479.2 260298.1,627510.7 260468.4,627552.4 260663.6,627589.1 260863.8,627625.5 261019.0,627661.9 261179.1,627708.4 261354.2,627744.4 261464.2,627798.6 261559.4,627800.9 261563.4,627800.9 261563.4,627920.1 261517.8,628115.5 261516.1,628115.5 261516.1,628119.5 261516.5,628506.5 261557.8,628506.5 261557.8,628510.5 261555.0,629343.0 260973.7,629666.9 260780.2,629840.7 260593.2,629894.2 260407.1,629957.3 260170.9,630070.5 259929.2,630067.3 259543.1,630079.6 259227.0,630111.5 258840.6,630124.9 258644.9,630116.3 258440.5,630116.1 258436.5,630116.1 258436.5,630007.8 258420.3,630007.8 258420.3,629887.4 258396.3,629762.0 258372.3,629759.8 258116.6,629767.9 257880.8,629721.4 257710.8,629690.0 257555.6,629039.1 257576.4,629039.1 257576.4,629038.1 257576.8,628699.6 257709.8,628500.3 257831.9,628241.1 257974.6,628122.3 258146.2,627943.9 258373.4,627745.1 258550.7,627636.8 258777.3,627548.8 259043.9,627317.4 259517.3)))",1581,Leányvár
"MULTIPOLYGON (((627530.5 165860.5,627531.5 165861.4,627849.3 166150.5,628086.5 166364.4,628475.2 166732.6,629005.7 166573.6,629760.2 166884.2,629315.2 167814.4,629492.4 168053.7,630423.3 168498.4,631871.9 169100.0,632408.4 169086.3,632408.4 169086.3,633052.1 169337.5,633293.1 168644.3,633911.7 168900.6,633607.5 169869.9,634162.5 170347.3,634176.3 170888.4,634176.3 170888.4,634558.7 171061.2,635051.4 171248.3,635439.7 171541.3,635833.9 171979.7,636086.6 172253.6,636648.9 170896.6,637394.3 169899.3,637556.4 169417.1,637881.4 169264.5,637990.0 169023.2,637712.3 168749.5,637925.7 167839.9,637926.6 167835.9,637926.6 167835.9,637791.6 167891.9,637395.5 167914.7,635795.0 167093.7,636492.5 166427.4,636902 166174,637001.3 166033.0,636773.6 165743.9,636531.1 165485.0,636126.6 165016.6,635825.4 164251.9,635283.4 163473.8,634566.7 162817.2,633956.2 162290.1,633280.3 161733.4,632404.4 161268.3,631628.0 160687.2,630793.4 160397.2,630793.4 160397.2,630354.4 161452.7,629914.0 162307.6,629361.6 162927.8,628779.0 163538.2,628498.0 164236.7,628498.0 164236.7,628001.5 164961.7,627719.2 165479.8,627530.5 165860.5)))",1582,Elõszállás
"MULTIPOLYGON (((627710.5 263991.9,627772.4 264217.0,627844.5 264442.1,627951.3 264646.7,628169.8 265015.9,628336.6 265199.9,628728.7 265372.0,629165.0 265433.3,629581.5 265534.9,630057.2 265515.7,630336.5 265377.8,630929.7 265051.6,631223.2 264808.3,632228.4 264623.9,632752.6 264423.7,633792.6 264218.9,635145.3 263665.3,634260.3 261407.0,634260.3 261407.0,634256.3 261406.3,633492.6 261287.9,633246.4 261194.8,633140.8 261145.6,632883.8 260952.3,632853.8 260962.6,632669.1 261029.4,632189.6 261189.2,631725.1 261343.7,631465.0 261381.1,631289.1 261312.5,630625.0 260957.3,630037.8 261408.8,629634 261628,629289.7 261786.5,629020.1 261889.2,628709.5 261876.9,628492.0 261800.7,628488.0 261799.3,628488.0 261799.3,628470.1 261999.4,628371.7 262205.9,628237.7 262352.5,628003.5 262505.0,627925.6 262766.4,627937.4 262977.0,627964.0 263162.3,628046.6 263462.4,628033.5 263693.2,627924.8 263874.7,627710.5 263991.9)))",1583,Kesztölc
"MULTIPOLYGON (((627886.2 184497.5,628277.6 184524.9,628648.4 184477.3,629149.4 184403.7,629492.6 184717.1,630110.9 184918.4,631291.1 185145.9,632023.7 185196.0,632787.7 185446.4,634460.7 185861.0,634460.7 185861.0,634463.7 185857.0,635166.5 184939.1,635574.8 184525.3,635821.6 183947.3,636084.7 183549.6,636384.5 182995.3,636386.7 182991.3,636386.7 182991.3,635980.1 181485.6,635916.0 180929.7,636118.7 180502.4,636423.6 180365.2,636741.8 179956.9,637132.7 179892.1,637096.1 179693.9,637229.3 179377.2,637619.0 179169.1,637807.4 178842.1,637569.8 178578.1,637451.4 178194.9,637451.4 178194.9,637447.4 178192.6,636825.2 177824.9,636486.0 178390.7,635845.3 178126.6,634450.8 178051.2,633583.9 178805.7,633368.0 177825.5,633367.1 177821.5,633367.1 177821.5,633163.5 178167.1,632882.5 178133.9,632778.9 178390.2,632381.4 178919.1,632172.9 179236.3,631647.4 180116.9,630953.2 180537.6,629910.5 181331.5,630123.0 181600.7,629767.5 182409.9,628970.0 182400.3,628676 182673,628535.9 183435.7,628238.8 183984.0,627889.0 184493.5,627886.2 184497.5)))",1584,Nagyvenyim
"MULTIPOLYGON (((628028.5 228664.2,628045.2 228954.5,628127.5 229319.6,628300.4 229759.4,628588.1 230118.5,629065.4 230316.7,629592.7 230479.6,629592.7 230479.6,629596.6 230475.6,630594.4 229458.9,630785.5 228682.1,630842.3 228086.1,631106.4 227799.6,631340.8 227588.3,631515.2 227402.3,631153.3 227238.7,631406.5 226802.1,631645.6 226535.7,631779.4 226254.8,631807.4 225968.3,631807.8 225964.3,631807.8 225964.3,630453.1 225920.3,630449.1 225920.2,630449.1 225920.2,630140.8 226357.1,629632.6 226890.0,629294.6 227402.1,628905.4 227709.2,628556.4 228056.1,628028.5 228664.2)))",1585,Pusztazámor
"MULTIPOLYGON (((628063.3 134105.2,628444.4 134087.6,628589.3 134738.1,629029.0 135221.2,629358.4 135710.1,629516.4 136079.9,629768.6 136288.6,630282.4 136605.9,630699.8 136046.8,630781.5 135540.0,631692.7 133855.0,632026.0 133471.8,632417.5 133514.2,632767.2 134033.1,633229.3 134130.2,633975.1 133924.6,634293.6 133561.6,634879.1 132655.5,634964.2 132634.9,635346.5 132797.7,635346.5 132797.7,635580.6 132560.6,635959.3 132207.2,636359.6 132079.1,636684.7 131946.6,636743.0 131680.6,635989.1 131445.2,635922 131165,635922 131165,635918.0 131161.7,635594.1 130891.6,635196.0 130618.7,634972.8 130254.4,634944.2 129748.4,634976.6 129367.3,634808.1 128932.4,634469.9 128766.3,634465.9 128764.4,634465.9 128764.4,634098.9 128636.6,633663.2 128724.7,633337.3 128737.0,632756.8 128926.4,632194.9 128900.1,631803.3 128832.6,631328.1 129016.3,630892.2 129079.4,630386.1 129148.0,630152.8 129485.4,629778.5 129026.8,629370.5 128779.0,629110.1 128841.0,628933.7 128706.9,628410 129848,628410 129848,629036.0 130440.1,628982.5 130681.1,629305.5 130984.6,628965.2 131808.8,628739.4 131795.3,628469.0 131852.3,628270.7 132179.4,628259.9 132800.9,628252.3 133141.7,628235.4 133597.9,628157.9 133999.3,628063.3 134105.2)))",1586,Dunaszentgyörgy
"MULTIPOLYGON (((628405.2 114230.1,628405.4 114226.1,628420.4 113934.6,628680.5 113879.7,628875.8 113619.4,629130.3 113467.9,629130.3 113467.9,629296.1 113369.3,629881.2 113524.9,629786.0 113760.3,629996.0 113970.8,629965.6 114576.9,630300.6 114797.5,630925.5 115233.7,631355.6 115409.3,631176.5 115656.0,631448.9 116064.9,632674.7 116064.9,632538.5 116201.3,631993.7 117155.4,632629.5 117824.4,632793.2 119938.3,632877.0 121577.2,632877.2 121581.2,632877.2 121581.2,633627.6 121531.6,634017.9 121141.2,634248.3 120690.6,634263.5 120340.0,634083.7 119899.1,633993.9 119613.5,634114.1 119378.2,634284.3 119077.8,634324.4 118977.7,634339.6 118737.2,634800.0 118291.8,635550.5 117936.7,636346.0 117581.6,636916.4 117326.6,637632.9 116938.6,637636.9 116936.4,637636.9 116936.4,637607.2 116410.4,637622.7 115699.2,637833.1 115098.3,638078.7 114267.0,638129.2 113605.9,638129.2 113605.9,638209.4 113330.5,638229.7 112784.5,638210.0 112318.7,638265.2 112053.3,638305.4 111692.6,638416.0 110811.2,638416.0 110811.2,638412.0 110807.7,637986.1 110435.2,637615.9 110525.1,637145.7 110619.9,636390.3 110764.7,636055.4 110333.7,635565.6 109812.4,634895.5 109546.5,634415.2 109826.6,634420.0 110112.1,634369.7 110472.7,634644.3 111269.3,634554.0 111835.3,634263.5 112330.9,633653.2 112460.7,633223.1 112465.4,632978.2 112099.6,632823.6 111363.2,632569.0 110671.8,632043.9 110521.2,631793.7 110696.3,631663.4 110971.7,631383.0 111542.5,631362.9 111999.3,631362.7 112003.3,631362.7 112003.3,631312.6 112093.4,631167.4 112413.9,630972.1 112724.3,630841.8 113109.9,630426.5 113405.1,630031.4 113364.8,629726.4 113109.1,629296.3 112983.6,628971.3 112893.2,628391 113008,628105.7 113293.3,628055.4 113683.9,628405.2 114230.1)))",1587,Bogyiszló
"MULTIPOLYGON (((628437.1 237107.8,628437.2 237111.8,628450.4 237693.5,628513.1 238143.8,628664.7 238363.4,629035.6 238346.7,629350.4 238170.1,629550.0 238019.1,629550.0 238019.1,629808.9 237702.5,630122.9 237380.8,630380.2 237675.0,630823.8 237237.5,631088.7 237106.2,631285.0 237250.5,631827.6 237468.4,632545.9 237735.6,633195.7 238293.4,633815.1 238801.3,634287.6 239044.5,634818.8 239017.2,635284.7 238965.1,635424.5 238874.3,635711.2 239048.3,635711.2 239048.3,636323.3 238259.6,636616.3 237777.8,636730.1 237511.9,637023.9 237160.2,637133.4 237019.6,637339.9 237013.7,637343.9 237013.6,637343.9 237013.6,638016.8 236339.8,638052.1 235493.6,638151.3 235313.0,638151.3 235313.0,638149 235309,637386.9 233989.7,637238.2 234275.7,637149.5 234556.4,637041.0 234857.3,636727.7 235299.2,636368.8 235661.2,635759.5 236059.4,635738.7 235914.3,635626.1 235509.3,635944.8 235137.4,635556.2 234678.6,635759.9 234342.3,635094.2 233639.3,636351.8 232466.1,636355.8 232462.3,636355.8 232462.3,636079.0 232268.3,635702.2 232124.8,634822 231593,634617.6 231789.1,634408.7 232070.4,633998.6 232237.4,633467.3 232239.7,632895.3 232142.1,631957 231971,631439.4 231738.0,630996.1 231344.5,630674.3 231350.8,630670.3 231350.9,630670.3 231350.9,630655.5 231401.0,630673.9 232001.7,630796.7 232436.7,630609.1 232953.2,630482.2 233559.5,630385.1 234115.6,630472.9 234570.8,630245.5 235137.4,630058.0 235658.9,629624.6 236131.4,629300.7 236473.2,628916.4 236770.3,628821.7 236870.8,628437.1 237107.8)))",1588,Biatorbágy
"MULTIPOLYGON (((628488.0 261799.3,628492.0 261800.7,628709.5 261876.9,629020.1 261889.2,629289.7 261786.5,629634 261628,630037.8 261408.8,630625.0 260957.3,631289.1 261312.5,631465.0 261381.1,631725.1 261343.7,632189.6 261189.2,632669.1 261029.4,632853.8 260962.6,632883.8 260952.3,633140.8 261145.6,633246.4 261194.8,633492.6 261287.9,634256.3 261406.3,634260.3 261407.0,634260.3 261407.0,634219.0 261301.6,635117.1 261023.1,635118.1 261022.8,635118.1 261022.8,635270.9 260720.6,635322.3 260283.8,635444.5 259921.7,635682.3 259613.7,635960.3 259310.3,636096.9 258877.9,636217.9 258380.3,636204.8 258014.4,636141.6 257643.9,636119.1 257343.2,636176.6 257031.7,636381.2 256800.2,636381.2 256800.2,636399.8 256779.0,636399.1 256688.8,636358.6 256544.8,636358.6 256544.8,636352.6 256523.7,634860.3 257143.7,634428 256962,634056.6 256865.0,633630.8 256853.7,633310.8 256921.7,632956.4 257065.3,632412.3 257285.7,632098.5 257484.1,631779.5 257672.5,631465.2 257815.7,631066.8 258085.0,630798.0 258287.9,630573.9 258440.4,630373.8 258472.2,630198.3 258448.7,630116.1 258436.5,630116.1 258436.5,630116.3 258440.5,630124.9 258644.9,630111.5 258840.6,630079.6 259227.0,630067.3 259543.1,630070.5 259929.2,629957.3 260170.9,629894.2 260407.1,629840.7 260593.2,629666.9 260780.2,629343.0 260973.7,628510.5 261555.0,628506.5 261557.8,628506.5 261557.8,628506.7 261582.8,628493.0 261743.4,628488.0 261799.3)))",1589,Piliscsév
