WKT,TELEPULESE,MEGYE_NEV,TELNEV,IR_SZAM,KERULET,CIM,POLGM_NEV,POLGMBEO,TEL,FAX,TELEX,JEGYZONEV,JEGYZOBEO,TEL_STATUS,KSH_KOD
"POINT (608460.4 267237.9)",1525,KOMÁROM-ESZTERGOM MEGYE,Lábatlan,2541,,József A.u. 52.,SZTANKOVICS FERENC,POLGÅRMESTER,(33)361-044,(33)361-314,27527 latan h,Bognár Györgyné,jegyzô,község,15255
"POINT (526829.8 96636.9)",1526,SOMOGY MEGYE,Lábod,7551,,Kossuth L. u.57.,LASSù ISTVÅN,POLGÅRMESTER,34,,,Fehér Györgyné,körjegyzô,község,28291
"POINT (867939.0 339680.6)",1527,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Lácacséke,3967,,Fô u. 19.,TÉGLÅS CSABA,POLGÅRMESTER,Ricse 20,,,Nagy Sipos István,körjegyzô,község,20844
"POINT (779000.9 334650.2)",1528,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Ládbesenyõ,3780,,nincs adat,HORVÅTH GYULA,POLGÅRMESTER,nincs adat,,,Antal Attila,körjegyzô,község,26231
"POINT (617248.7 73925.5)",1529,BARANYA MEGYE,Lánycsók,7759,,Kossuth L. u. 3.,HADRA JòZSEF,POLGÅRMESTER,Lánycsók 32,,,dr. Fodor Károly,körjegyzô,község,33330
"POINT (574179.9 130469.8)",1530,TOLNA MEGYE,Lápafõ,7214,,Kossuth L. u. 1.,STICKL JÅNOS,POLGÅRMESTER,(74)385-305,,,,,község,14605
"POINT (550585.5 156887.2)",1531,SOMOGY MEGYE,Látrány,8681,,Rákóczi u. 69.,Tóth László,POLGÅRMESTER,Látrány 1,,,Nagy Gábor,körjegyzô,község,14863
"POINT (558739.6 236463.1)",1532,VESZPRÉM MEGYE,Lázi,8437,,Petôfi u. 6.,KRISTòF FERENC,POLGÅRMESTER,Lázi 1,,,Bognár Jenôné,jegyzô,község,04376
"POINT (652334.1 264741.1)",1533,PEST MEGYE,Leányfalu,2016,,Petôfi u. 15.,ADORJÅN ISTVÅNNÉ,POLGÅRMESTER,(26)323-014,(26)323-014,,Bak Imre,jegyzô,község,30809
"POINT (629219.6 259816.9)",1534,KOMÁROM-ESZTERGOM MEGYE,Leányvár,2518,,Erzsébet u. 88.,BÅNFFY MIKLòS,POLGÅRMESTER,Leányvár 1,,,Tóthné Szántó Erika,jegyzô,község,25487
"POINT (669642.2 281638.8)",1535,NÓGRÁD MEGYE,Legénd,2619,,Dózsa György u. 87.,SZAVLIK ZOLTÅN,POLGÅRMESTER,Nézsa 11,,,Cmorek László,jegyzô,község,30395
"POINT (806407.3 314692.3)",1536,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Legyesbénye,3904,,Rákóczi u. 82.,GYURÅN JòZSEFNÉ,POLGÅRMESTER,(41)331-602,,,Péterné Ferencz Zsuzsanna,jegyzô,község,11660
"POINT (455441.7 140513.2)",1537,ZALA MEGYE,Lendvadedes,8978,,Kossuth L. u. 3.,ÖZV.TòTH LÅSZLòNÉ,POLGÅRMESTER,nincs adat,,,,,község,27483
"POINT (450753.5 151271.0)",1538,ZALA MEGYE,Lendvajakabfa,8977,,Kossuth L. u. 38.,ERDºSI ÅRPÅDNÉ,POLGÅRMESTER,(92)352-215,,,,,község,11475
"POINT (597716.0 114641.5)",1539,TOLNA MEGYE,Lengyel,7184,,Petôfi u. 23.,IFJ. RòZSA JòZSEF,POLGÅRMESTER,Lengyel 7,,,,,község,24411
"POINT (542610.564 147909.76)",1540,SOMOGY MEGYE,Lengyeltóti,8693,,Zrínyi u. 2.,PAPSZT LAJOS,POLGÅRMESTER,(85)330-011,,,Sipos Ferenc,körjegyzô,város,26675
"POINT (457536.4 145351.6)",1541,ZALA MEGYE,Lenti,8960,,Zrinyi Miklós u.42.,KOLLÅR GYULA,POLGÅRMESTER,(92)351-002,(92)351-325,33385 vtlen h,Keszthelyi Jenôné dr.,jegyzô,város,12575
"POINT (589019.5 183590.6)",1542,FEJÉR MEGYE,Lepsény,8132,,Fô u. 74.,ADOVICS ISTVÅNNÉ,POLGÅRMESTER,(22)359-002,,,Fekete Lászlóné,jegyzô,község,07269
"POINT (520071.7 168055.2)",1543,VESZPRÉM MEGYE,Lesencefalu,8317,,Kossuth u. 46.,VÖRÖS BÉLA,POLGÅRMESTER,(87)336-012,,,,,község,17570
"POINT (521377.4 170881.7)",1544,VESZPRÉM MEGYE,Lesenceistvánd,8319,,Kossuth u. 128.,ORBÅN KÅLMÅN,POLGÅRMESTER,(87)336-151,,,Csontosné Dr. Király Beáta,jegyzô,község,21962
"POINT (521378.4 169408.6)",1545,VESZPRÉM MEGYE,Lesencetomaj,8318,,Kossuth u. 51.,SZÅNTò LÅSZLò,POLGÅRMESTER,(87)336-014,,,Renner Istvánné,körjegyzô,község,17871
"POINT (471554.1 123590.4)",1546,ZALA MEGYE,Letenye,8868,,Kossuth Lajos út 10.,ROSTONICS LÅSZLò,POLGÅRMESTER,(93)310-290,(93)310-290,,Dr. Csóti Jenô,körjegyzô,város,12122
"POINT (630041.66 282441.3)",1547,PEST MEGYE,Letkés,2632,,Dózsa Gy. u. 22.,KOVÅCS ISTVÅN,POLGÅRMESTER,(27)376-022,,,Szabó György,jegyzô,község,22682
"POINT (869456.2 295342.5)",1548,SZABOLCS-SZATMÁR-BEREG MEGYE,Levelek,4555,,Rákóczi u. 2.,KAPDOS JòZSEF,POLGÅRMESTER,Levelek 1,,,Gresó László,körjegyzô,község,30979
"POINT (511956.8 284981.0)",1549,GYÕR-MOSON-SOPRON MEGYE,Levél,9221,,Fô u. 10.,PAPP ZOLTÅN,POLGÅRMESTER,(98)315-797,,,Bárdos Dezsô,jegyzô,község,19239
"POINT (525937.8 267361.0)",1550,GYÕR-MOSON-SOPRON MEGYE,Lébény,9155,,Fô u. 47.,CSAPLÅR ZOLTÅN,POLGÅRMESTER,(98)360-033,(98)360-038,,Steininger Imréné,jegyzô,község,33668
"POINT (793729.064 329220.9)",1551,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Léh,3832,,Kossuth L. u. 32.,CSONGRÅDI ANTAL,POLGÅRMESTER,Halmaj 36,,,,,község,03531
"POINT (748540.6 312556.3)",1552,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Lénárddaróc,3648,,Dózsa Gy. u. 123.,BENKE JÅNOS,POLGÅRMESTER,Csernely 3,,,Dr. Keller Edina,jegyzô,község,07038
"POINT (864055.7 230399.0)",1553,HAJDU-BIHAR MEGYE,Létavértes,4281,,Kossuth u. 4.,SZATMÅRI SÅNDOR,POLGÅRMESTER,(52)376-101,(52)376-326,,Pántya György,jegyzô,község,05768
"POINT (533796.2 132158.1)",1554,SOMOGY MEGYE,Libickozma,8707,,Fô u. 1.,HORVÅTH LÅSZLò,POLGÅRMESTER,Pusztakovácsi 1,,,,,község,32355
"POINT (476147.2 158329.4)",1555,ZALA MEGYE,Lickóvadamos,8981,,ùj u. 9.,KACZOR GYºZº,POLGÅRMESTER,(92)366-008,,,,,község,03054
"POINT (584061.6 99248.1)",1556,BARANYA MEGYE,Liget,7331,,József A. u. 9.,GEISZ EGON,POLGÅRMESTER,(72)390-749,,,,,község,17604
"POINT (498358.1 166345.6)",1557,ZALA MEGYE,Ligetfalva,8782,,Petôfi Sándor u. 1.,betöltetlen,POLGÅRMESTER,Zalacsány 7,,,,,község,28200
"POINT (531597.0 281088.3)",1558,GYÕR-MOSON-SOPRON MEGYE,Lipót,9233,,Fô tér 2.,SULYOK ATTILA ZSOLT,POLGÅRMESTER,(98)315-716,(98)315-716,,Németh Antalné,jegyzô,község,16221
"POINT (612968.9 57702.8)",1559,BARANYA MEGYE,Lippó,7781,,Kossuth L. u. 84.,LOVÅS MIKLòS,POLGÅRMESTER,Lippó 1,,,Vargaityné Dr. Szabados Ågnes,körjegyzô,község,22974
"POINT (608857.3 78113.4)",1560,BARANYA MEGYE,Liptód,7758,,Dobó u. 1.,KRIEGSHAUSER JÅNOSNÉ,POLGÅRMESTER,Babarc 4,,,,,község,10038
"POINT (469743.14 135470.78)",1561,ZALA MEGYE,Lispeszentadorján,8888,,Jókai u. 2.,CZUPI JòZSEF,POLGÅRMESTER,Lispeszentadorján 1,,,,,község,10889
"POINT (492585.9 115931.1)",1562,ZALA MEGYE,Liszó,8832,,Kanizsai u. 41.,BERKE JòZSEF,POLGÅRMESTER,Miklósfa 2,,,Dr. Gáspár Ferenc,jegyzô betöltetlen,község,25025
"POINT (571017.5 195608.1)",1563,VESZPRÉM MEGYE,Litér,8196,,Dózsa u. 24.,ERTL PÅL,POLGÅRMESTER,(88)363-128,(80)363-128,,Gombásné Légrádi Irén,körjegyzô,község,04552
"POINT (799187.552 347635.08)",1564,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Litka,3866,,Fô u. 32.,KARDOS JòZSEF,POLGÅRMESTER,Szemere 1,,,,,község,28219
"POINT (691023.1 318615.7)",1565,NÓGRÁD MEGYE,Litke,3186,,Vörös Hadsereg útja 31.,VERSEGI ALADÅR,POLGÅRMESTER,Karancslapujtô 102,,,Rusz György,jegyzô,Község,04871
"POINT (596319.0 73228.2)",1566,BARANYA MEGYE,Lothárd,7763,,Kossuth L. u. 18.,CSOBÅN FERENC,POLGÅRMESTER,(72)376-137,,,,,község,31389
"POINT (567217.4 183886.2)",1567,VESZPRÉM MEGYE,Lovas,8228,,Fô út 8.,BÅCSI IMRE,POLGÅRMESTER,(86)347-133,,,Soltész Attila,jegyzô,község,05564
"POINT (612311.0 218859.7)",1568,FEJÉR MEGYE,Lovasberény,8093,,Kossuth u. 62.,GÅLOS LÅSZLò,POLGÅRMESTER,(22)376-024,,,Závodka Jánosné,jegyzô,község,19114
"POINT (605728.2 90435.2)",1569,BARANYA MEGYE,Lovászhetény,7720,,Engelmann u. 9.,ÅMòN ANDRÅS,POLGÅRMESTER,Erdôsmecske 22,,,,,község,24624
"POINT (459392.872 136649.32)",1570,ZALA MEGYE,Lovászi,8878,,Kútfej u. 112.,TòTH SÅNDOR,POLGÅRMESTER,(92)376-001,,,Dr. Hercz Judit,körjegyzô,község,28167
"POINT (542771.7 233303.6)",1571,VESZPRÉM MEGYE,Lovászpatona,8553,,Kossuth tér 2.,TAKÅCS JòZSEF,POLGÅRMESTER,Lovászpatona 4,,,Szórádiné Fehér Mária,körjegyzô,község,05087
"POINT (481469.448 231062.28)",1572,VAS MEGYE,Lócs,9634,,Fô u. 51.,IFJ. NAGY JòZSEF,POLGÅRMESTER,(94)358-188,,,,,község,29081
"POINT (560018.9 207472.9)",1573,VESZPRÉM MEGYE,Lókút,8425,,Bem u. 25.,FALLMANN JòZSEF,POLGÅRMESTER,Lókút 2,,,,,község,18856
"POINT (888448.9 336155.1)",1574,SZABOLCS-SZATMÁR-BEREG MEGYE,Lónya,4836,,Kossuth L. tér 39.,SZABò ÅRPÅD,POLGÅRMESTER,Lónya 1,,,Dr. Lipôk Sándor,körjegyzô,község,26091
"POINT (638792.4 196845.3)",1575,PEST MEGYE,Lórév,2309,,Dundics Alexa u. 24.,ALEXOV LYUBOMIR,POLGÅRMESTER,(24)385-144,,,,,község,09140
"POINT (818003.3 122843.7)",1576,BÉKÉS MEGYE,Lökösháza,5743,,Eleki u. 28.,GERMÅN GÉZA,POLGÅRMESTER,(66)374-026,,,Túri György,jegyzô,község,21209
"POINT (479585.6 242227.0)",1577,GYÕR-MOSON-SOPRON MEGYE,Lövõ,9461,,Fô u. 181.,GALAVITS JENº,POLGÅRMESTER,(99)365-163,(99)365-163,,Dr. Horváth Károly,körjegyzô,község,31194
"POINT (883885.6 319952.2)",1578,SZABOLCS-SZATMÁR-BEREG MEGYE,Lövõpetri,4633,,Petôfi u. 34.,SZºKE FERENC,POLGÅRMESTER,Lövôpetri 1,,,Karászi Györgyné,jegyzô,község,07995
"POINT (697020.8 267142.6)",1579,HEVES MEGYE,Lõrinci,3021,,Szabadság tér 26.,VARGA ANTAL,POLGÅRMESTER,(38)331-155,(38)331-464,285301 hmtli h,Fónagy László,jegyzô,város,30401
"POINT (697863.1 298724.5)",1580,NÓGRÁD MEGYE,Lucfalva,3129,,Rákóczi út 69.,BUJTÅR RòBERT,POLGÅRMESTER,Nagybárkány 61,,,Papp Zoltánné,jegyzô,község,20190
"POINT (728303.2 265779.4)",1581,HEVES MEGYE,Ludas,3274,,Fô tér 1.,IVONY ATTILA,POLGÅRMESTER,(37)362-443,,,Hevér Lászlóné,jegyzô,község,15796
"POINT (685358.9 310283.7)",1582,NÓGRÁD MEGYE,Ludányhalászi,3188,,Rákóczi u. 69.,SZIGETI LÅSZLò,POLGÅRMESTER,3,,,betöltetlen,jegyzô betöltetlen,község,02778
"POINT (463549.1 224033.9)",1583,VAS MEGYE,Lukácsháza,9724,,Szombathelyi u. 2.,ALBERT CSABA,POLGÅRMESTER,(94)368-000,,,Tóth János,körjegyzô,község,14021
"POINT (571703.7 161606.5)",1584,SOMOGY MEGYE,Lulla,8660,,Kossuth L. u. 26/a.,REIZINGER KÅROLY,POLGÅRMESTER,(84)320-414,,,,,község,10010
"POINT (564355.0 55557.4)",1585,BARANYA MEGYE,Lúzsok,7838,,Fô u. 50.,FARKAS MIHÅLY,POLGÅRMESTER,Luzsok 30,,,,,község,18865
"POINT (666590.4 78878.9)",1586,BÁCS-KISKUN MEGYE,Madaras,6456,,Báthory István u. 1.,SZENTE KÅROLY,POLGÅRMESTER,(79)358-144,,81366 utmad h,Bagócsi Károly,jegyzô,község,23357
"POINT (642700.4 149418.9)",1587,TOLNA MEGYE,Madocsa,7026,,Fô u. 24.,SZABò JòZSEF,POLGÅRMESTER,(75)330-101,,,Gerzsei Jánosné,jegyzô,község,29337
"POINT (517065.192 259455.96)",1588,GYÕR-MOSON-SOPRON MEGYE,Maglóca,9169,,Széchenyi u. 30.,KINCZER JòZSEF,POLGÅRMESTER,Barbacs 4,,,,,község,26444
"POINT (673325.9 233235.5)",1589,PEST MEGYE,Maglód,2234,,Fô u. 12.,BEZZEGH ISTVÅN,POLGÅRMESTER,111,,,Szuhányi Ferenc,jegyzô,község,10922
"POINT (934499.7 307908.4)",1590,SZABOLCS-SZATMÁR-BEREG MEGYE,Magosliget,4953,,Fô u. 50.,KELEMEN BÉLA,POLGÅRMESTER,Magosliget 6,,,,,község,29984
"POINT (869229.4 292496.6)",1591,SZABOLCS-SZATMÁR-BEREG MEGYE,Magy,4556,,Lenin tér 4.,MÅLIK ZOLTÅN,POLGÅRMESTER,Magy 1,,,Lekka István,jegyzô,község,16629
"POINT (595269.0 216658.7)",1592,FEJÉR MEGYE,Magyaralmás,8071,,Fô út 31.,SÅNTHA ELEK,POLGÅRMESTER,(22)360-801,,,Szemenyei Imréné,jegyzô,község,27678
"POINT (562196.132 125745.98)",1593,SOMOGY MEGYE,Magyaratád,7463,,Hôsök tere 1.,BAÅN JÅNOS,POLGÅRMESTER,(82)371-001,,,Czanka Márta,jegyzô,község,10427
"POINT (797552.2 125595.3)",1594,BÉKÉS MEGYE,Magyarbánhegyes,5667,,Jókai u. 38.,SZOKOLA BÉLA,POLGÅRMESTER,Magyarbánhegyes 1,,,Serfôzô Sándor,jegyzô,község,27906
"POINT (606867.0 55519.5)",1595,BARANYA MEGYE,Magyarbóly,7775,,Vasút u. 15.,KORSòS ERNº,POLGÅRMESTER,Magyarbóly 6,,,dr. Biró Péter,körjegyzô,község,25177
"POINT (771020.6 92921.1)",1596,CSONGRÁD MEGYE,Magyarcsanád,6932,,Templom tér 1.,FARKAS JÅNOSNÉ,POLGÅRMESTER,Magyarcsanád 101,,,Dr. Bagi Mária,jegyzô,község,05962
"POINT (805913.5 116988.4)",1597,BÉKÉS MEGYE,Magyardombegyház,5838,,Zalka M. u. 77.,RÅCZ MIHÅLYNÉ,POLGÅRMESTER,Dombegyház 63,,,,,község,11536
"POINT (592993.1 100906.0)",1598,BARANYA MEGYE,Magyaregregy,7332,,Kossuth L. u.73.,FòRIS ISTVÅNNÉ,POLGÅRMESTER,(72)390-534,,,Havasiné Szokoly Zsuzsanna,jegyzô,község,29753
"POINT (552241.7 124802.6)",1599,SOMOGY MEGYE,Magyaregres,7441,,Dózsa Gy. u. 1.,HATTA JòZSEF,POLGÅRMESTER,Magyaregres 1,,,,,község,25371
"POINT (449747.464 162242.76)",1600,ZALA MEGYE,Magyarföld,8973,,Jókai út 4.,DR. OHÅT ILONA,POLGÅRMESTER,nincs adat,,,,,község,08916
"POINT (516978.8 227342.0)",1601,VESZPRÉM MEGYE,Magyargencs,8517,,Petôfi u. 74.,MOLNÅR KÅROLY,POLGÅRMESTER,Magyargencs 160,,,Kálmánné Holczinger Judit,körjegyzô,község,26374
"POINT (691350.1 304596.2)",1602,NÓGRÁD MEGYE,Magyargéc,3133,,Rákóczi u. 62.,SZERÉMI NÅNDOR,POLGÅRMESTER,Nógrádmegyer 21,,,Cservenák Zsuzsanna,jegyzô,község,26967
"POINT (580850.1 94080.5)",1603,BARANYA MEGYE,Magyarhertelend,7394,,Kossuth L. u. 46.,BAKò ISTVÅN,POLGÅRMESTER,(72)390-758,,,Eichert Károlyné,körjegyzô,község,05430
"POINT (839774.7 189609.3)",1604,HAJDU-BIHAR MEGYE,Magyarhomorog,4137,,Årpád u. 46.,NAGY BARNA,POLGÅRMESTER,Magyarhomorog 141,,,Dr. Ferenczi Imre,jegyzô,község,03683
"POINT (508221.6 243588.3)",1605,GYÕR-MOSON-SOPRON MEGYE,Magyarkeresztúr,9346,,Kossuth u.42.,FOKI TIBOR,POLGÅRMESTER,Mihályi 1,,,,,község,13912
"POINT (587705.8 156283.7)",1606,TOLNA MEGYE,Magyarkeszi,7098,,Szabadság u. 2.,KISS KÅROLY,POLGÅRMESTER,Magyarkeszi 1,,,Dr. Marosi Andrea,jegyzô,község,06017
"POINT (444226.1 182035.3)",1607,VAS MEGYE,Magyarlak,9962,,Kossuth Lajos u. 173.,HEGYI ISTVÅN,POLGÅRMESTER,Csörötnek 38,,,Kiss Imréné,jegyzô,község,03221
"POINT (550382.7 92518.5)",1608,BARANYA MEGYE,Magyarlukafa,7925,,Fô út 44.,HORECZKI ISTVÅN,POLGÅRMESTER,(70)354-222,,,,,község,23542
"POINT (566080.2 67167.5)",1609,BARANYA MEGYE,Magyarmecske,7954,,Petôfi u. 91.,HORVÅTH GÉZÅNÉ,POLGÅRMESTER,(70)340-151,,,Dr. Kollár Erzsébet,körjegyzô,község,05412
"POINT (459697.932 188331.515)",1610,VAS MEGYE,Magyarnádalja,9909,,Petôfi u. 12.,NAGY SÅNDOR,POLGÅRMESTER,Körmend 113,,,,,község,27289
"POINT (672538.2 291392.6)",1611,NÓGRÁD MEGYE,Magyarnándor,2694,,Fô út.88.,SÅNDOR ISTVÅN,POLGÅRMESTER,Magyarnándor 7,,,dr.Verebélyi Gábor,körjegyzô,község,32407
"POINT (536169.1 203950.6)",1612,VESZPRÉM MEGYE,Magyarpolány,8449,,Dózsa u. 6.,TòTH PÉTER,POLGÅRMESTER,(88)312-556,,,Bendes István,jegyzô,község,20437
"POINT (596345.3 77547.1)",1613,BARANYA MEGYE,Magyarsarlós,7741,,Petôfi u. 74.,PATAKI ZOLTÅN,POLGÅRMESTER,(72)376-045,,,,,község,27067
"POINT (467687.0 190836.1)",1614,VAS MEGYE,Magyarszecsõd,9911,,Kossuth Lajos u. 14.,KOPASZ GÉZA,POLGÅRMESTER,Magyarszecsôd 2,,,,,község,17288
"POINT (487952.8 134916.6)",1615,ZALA MEGYE,Magyarszentmiklós,8776,,Fô u. 31.,SCHINDLBERGER JÅNOS,POLGÅRMESTER,Magyarszerdahely 3,,,Hajmási Zsolt,jegyzô,község,02909
"POINT (487846.5 136655.6)",1616,ZALA MEGYE,Magyarszerdahely,8776,,Petôfi út 1.,MARCZIN GYÖRGY,POLGÅRMESTER,Magyarszerdahely 1,,,Pózvék Istvánné,jegyzô,község,13064
"POINT (584257.3 95375.0)",1617,BARANYA MEGYE,Magyarszék,7396,,Kossuth L. u. 33.,LAJOS JÅNOS,POLGÅRMESTER,(72)390-711,,,Mátéka Gyöngyi,körjegyzô,község,22600
"POINT (443419.1 160994.1)",1618,VAS MEGYE,Magyarszombatfa,9946,,Fô u. 66.,LACZò LÅSZLò,POLGÅRMESTER,Magyarszombatfa 1,,,Pongráczné Vígh Ibolya,jegyzô,község,25423
"POINT (567514.6 67001.7)",1619,BARANYA MEGYE,Magyartelek,7954,,ùjsor u. 26.,DR. SZEKERES JÅNOS,POLGÅRMESTER,(70)340-062,,,,,község,04385
"POINT (646007.0 213341.8)",1620,PEST MEGYE,Majosháza,2339,,Kossuth L. u. 34.,László József,POLGÅRMESTER,(24)376-077,(24)376-011,,Gyôrfi Imréné,jegyzô,község,10755
"POINT (615166 62886)",1621,BARANYA MEGYE,Majs,7783,,Kossuth L. u. 199.,DR. HERGER LÅSZLò,POLGÅRMESTER,Majs 1,,,Dr. Sólya Nándorné,körjegyzô,község,27863
"POINT (641026.2 193892.2)",1622,PEST MEGYE,Makád,2322,,Kossuth L.u. 55.,VÅSÅRHELYI NAGY ANTALNÉ,POLGÅRMESTER,Makád 4,,,Lepp Erzsébet,jegyzô,község,04394
"POINT (833011.4 337841.8)",1623,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Makkoshotyka,3959,,Kossuth L. u. 2.,MIGLÉCZI LÅSZLò,POLGÅRMESTER,(41)322-761,,,Dr. Virág Sándor,jegyzô,község,19600
"POINT (752421.8 273681.4)",1624,HEVES MEGYE,Maklár,3397,,Templom tér 7.,UJJ ISTVÅN,POLGÅRMESTER,(36)357-125,,,Nagyné Kassai Magdolna,jegyzô,község,27696
"POINT (760548.7 98512.0)",1625,CSONGRÁD MEGYE,Makó,6900,,Széchenyi tér 22.,DR. BUZÅS PÉTER,POLGÅRMESTER,(62)412-255,(62)411-221,82519 mvtvm h,Balogh Sándorné dr.,jegyzô,város,07357
"POINT (524974.5 235380.6)",1626,VESZPRÉM MEGYE,Malomsok,8533,,Fô tér 10.,SCHWEIGER EMIL,POLGÅRMESTER,Malomsok 1,,,Tüskés István,jegyzô betöltetlen,község,03610
"POINT (608316.1 81547.8)",1627,BARANYA MEGYE,Maráza,7732,,Fô u. 50.,SCHENK JÅNOS,POLGÅRMESTER,Maráza 12,,,,,község,29920
"POINT (515591.2 219990.7)",1628,VESZPRÉM MEGYE,Marcalgergelyi,9534,,Kossuth u. 52.,LÉRÅNT KÅROLYNÉ,POLGÅRMESTER,Marcalgergelyi 3,,,,,község,29294
"POINT (524339.6 139249.5)",1629,SOMOGY MEGYE,Marcali,8700,,Rákóczi u. 11.,DR. SÜTº LÅSZLò,POLGÅRMESTER,(85)311-622,(85)311-031,13474 vtvbm h,Dr. Årvai Zoltán,jegyzô,város,18500
"POINT (523202.2 233379.0)",1630,VESZPRÉM MEGYE,Marcaltõ,8532,,Fô tér 13.,POLCZER SÅNDOR,POLGÅRMESTER,Marcaltô 1,,,Dávid Sándor,jegyzô,község,22220
"POINT (725530.7 275994.5)",1631,HEVES MEGYE,Markaz,3262,,Fô u. 136.,SZEKRÉNYES JòZSEF,POLGÅRMESTER,(37)363-612,,,Dr. Bernáth Imre,jegyzô,község,16540
"POINT (519685.0 261187.2)",1632,GYÕR-MOSON-SOPRON MEGYE,Markotabödöge,9164,,Fô u. 139.,CSETE LAJOS,POLGÅRMESTER,Markotabödöge 1,,,Kustor Józsefné,jegyzô betöltetlen,község,06770
"POINT (550363.5 58366.7)",1633,BARANYA MEGYE,Markóc,7967,,Fô u. 26.,DÖME JULIANNA,POLGÅRMESTER,(70)352-008,,,,,község,16443
"POINT (749973.4 103617.4)",1634,CSONGRÁD MEGYE,Maroslele,6921,,Szabadság tér 1.,SZºNYI ERZSÉBET,POLGÅRMESTER,41,,,Baráth Anna,jegyzô,község,10515
"POINT (467223.5 136620.4)",1635,ZALA MEGYE,Maróc,8888,,Rákóczi u. 2.,KÅTAI KÅROLY,POLGÅRMESTER,Maróc 3,,,,,község,02103
"POINT (554444.5 63982.6)",1636,BARANYA MEGYE,Marócsa,7960,,Kossuth L. u. 10.,KISS JòZSEF,POLGÅRMESTER,Marócsa 116,,,,,község,15219
"POINT (744816.0 186834.4)",1637,JÁSZ-NAGYKUN-SZOLNOK MEGYE,Martfû,5435,,Kossuth L.u. 2.,KOZMA IMRE,POLGÅRMESTER,(56)350-222,(56)350-222,23444 nktmf h,Balogh Edit,jegyzô,város,02626
"POINT (597947.5 85911.6)",1638,BARANYA MEGYE,Martonfa,7720,,Tanácsköztársaság u. 10.,MÉSZÅROS SÅNDOR,POLGÅRMESTER,Pécsvárad 337,,,,,község,02228
"POINT (630365.3 219295.1)",1639,FEJÉR MEGYE,Martonvásár,2462,,Budai u. 13.,HORVÅTH OTTò,POLGÅRMESTER,(22)379-004,(22)379-229,,betöltetlen,jegyzô betöltetlen,község,04659
"POINT (776949.0 348909.9)",1640,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Martonyi,3755,,Fô u. 54.,BALOGH MIKLòS,POLGÅRMESTER,Martonyi 1,,,Tóth Zoltán,jegyzô,község,02024
"POINT (589291.9 50489.7)",1641,BARANYA MEGYE,Matty,7854,,Kossuth L. u. 1.,IFJ. NAGY SÅNDOR,POLGÅRMESTER,(72)349-227,,,Boros Årpádné,jegyzô,község,15051
"POINT (815579.9 318943.2)",1642,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Mád,3909,,Rákóczi u. 50.,KUBUS JÅNOS,POLGÅRMESTER,15,,,Novák András,jegyzô,község,03902
"POINT (586963.0 112057.3)",1643,BARANYA MEGYE,Mágocs,7342,,Szabadság u.39.,SZIVERI MÅTYÅSNÉ,POLGÅRMESTER,Mágocs 10,,,Uti Ferencné,körjegyzô,község,06813
"POINT (782559.4 298393.8)",1644,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Mályi,3434,,Széchenyi u. 12.,DR. ZELEI ZOLTÅN,POLGÅRMESTER,(46)391-369,,,Borosné Horváth Ågnes,jegyzô,község,27395
"POINT (757673.0 313348.3)",1645,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Mályinka,3645,,Kossuth L. u. 44.,MIHÅLY JòZSEF,POLGÅRMESTER,Dédestapolcsány 8,,,Magyar László,jegyzô,község,14915
"POINT (915495.9 301063.2)",1646,SZABOLCS-SZATMÁR-BEREG MEGYE,Mánd,4942,,Fô u.8.,VARGA LAJOS,POLGÅRMESTER,Mánd 1,,,,,község,02088
"POINT (882486.7 335474.9)",1647,SZABOLCS-SZATMÁR-BEREG MEGYE,Mándok,4644,,Ady E. u. 1.,SAJTOS ISTVÅN,POLGÅRMESTER,Mándok 2,,,Bereczki Zoltánné,körjegyzô,község,17826
"POINT (588129.2 91050.2)",1648,BARANYA MEGYE,Mánfa,7304,,Fábián B. u. 58,SCHMIDT ZOLTÅN,POLGÅRMESTER,(72)482-161,,,Dr. Török Zsigmond,jegyzô,község,33923
"POINT (620448.7 243292.3)",1649,FEJÉR MEGYE,Mány,2065,,Kossuth u. 9.,HAMMER MÅTYÅS,POLGÅRMESTER,(22)350-143,(22)350-143,,Szabó Istvánné,jegyzô,község,23490
"POINT (583029.7 57678.8)",1650,BARANYA MEGYE,Márfa,7817,,KORSòS CSABA,POLGÅRMESTER,(72)380-154,,,,,,község,09450
"POINT (624483.5 253793.3)",1651,KOMÁROM-ESZTERGOM MEGYE,Máriahalom,2527,,Széchenyi u. 38.,KLINGER JÅNOS,POLGÅRMESTER,ùny 2,,,Dr. Hatos István,jegyzô,község,22637
